ncl,clumptype,maxpix x,maxpix y,maxpix v,Npix,Nvox,COmax,meansigv,errsigv,ellipse a,ellipse b,ellipse R,ellipse R error,area,perimeter
72,2,1201,1262,52,166,201,1.577,5.353,0.2339,6.393,11.83,nan,6.236,1177,259.8
73,2,1199,1033,39,217,218,1.559,5.086,0.1739,8.784,6.45,nan,1.16,1003,209.1
74,2,1339,1296,67,173,195,1.557,8.793,0.4035,7.797,11.73,nan,7.973,1081,215
75,2,510,1678,44,183,267,1.553,5.268,0.2109,12.99,9.559,4.24,14.49,762.6,152.3
76,2,1329,1355,32,141,185,1.493,5.36,0.2338,9.219,12.62,nan,44.96,700.1,131.4
77,2,1367,627,33,119,119,1.491,5.121,0.1759,15.35,7.293,nan,31.76,1099,268.8
78,2,949,1317,43,96,102,1.489,6.983,0.2974,8.447,5.109,nan,1.099,807.2,218
79,2,1164,1277,62,160,160,1.442,8.892,0.4234,31.71,8.958,20.99,7.533,1634,364.3
80,2,1004,1478,35,126,126,1.433,5.282,0.2155,11.03,8.024,nan,5.44,943.2,182.2
81,2,1264,1269,69,113,113,1.433,7.113,0.33,12.22,14.43,12.48,9.129,1226,241.9
82,2,1186,910,58,150,150,1.429,5.286,0.2144,11.36,18.26,15.43,9.692,1159,283.7
83,2,1197,1596,25,89,89,1.424,5.236,0.2031,11.06,16.63,13.26,8.71,1137,256.8
0,1,685,1612,24,7936,51337,6.005281448,46.26990873,2.207661203,26.10825457,77.82945849,71.12725844,31.99998884,23374.15591,1463.36024
1,2,665,1709,8,632,1343,2.570132732,6.595139508,0.2191888046,14.07536637,16.43468847,17.35186123,4.436294419,1821.68133,253.848205
2,1,685,1612,24,7825,38241,6.005281448,39.94182441,1.72936654,19.74481115,75.55639873,60.26469888,21.49291988,19955.99498,1266.254575
3,2,680,1694,13,205,353,1.957069159,9.009468361,0.4576641807,5.802353375,7.745570629,nan,0.7396714529,457.0926225,107.5121809
4,2,759,1668,13,1791,9915,3.768822432,19.62466938,0.8253253737,19.95624888,15.66867753,22.7173714,7.841875071,5973.420174,501.723511
5,1,685,1612,24,6433,21644,6.005281448,36.83767436,1.716988871,18.56041973,75.73481723,58.34487334,16.17047292,14343.78947,1158.742394
6,2,1302,1484,14,241,1050,1.672510743,12.1950163,0.56035472,21.79522352,6.031699334,6.100513337,16.26869901,1502.831354,256.8346544
7,2,656,1696,16,1509,5462,2.486131191,22.61462096,1.041559174,15.60520252,25.64236296,27.33488119,10.60293554,3364.647646,385.2519817
8,1,685,1612,24,6192,20993,6.005281448,33.47790466,1.545602081,18.40304367,75.77731868,58.09214374,14.25273884,13806.42692,1099.013405
9,2,471,1953,14,191,790,1.5957371,7.021101938,0.3132665361,14.14432121,7.331461456,nan,12.15715799,916.4149651,167.2411703
10,2,1167,1797,14,203,437,2.038623333,nan,nan,10.36809084,7.93335523,nan,3.628009721,744.7265166,137.3766756
11,2,700,1657,15,101,432,1.751616955,5.0902527,0.1695199924,6.542203009,16.79874211,nan,19.88326549,798.2397993,200.0921145
12,2,1316,1547,17,471,1242,1.855950952,6.897622392,0.2838558068,11.47879702,21.9773422,18.87967852,6.632890713,1527.358275,206.0650135
13,2,1149,1657,17,116,417,1.634819031,5.075689579,0.17232613,11.54687142,7.480636931,nan,6.846901486,635.4702313,149.3224735
14,1,1281,1480,25,32819,178051,3.674115419,47.56060084,2.321859067,152.9722297,70.16302067,167.4819854,87.17735025,105949.6105,6095.343369
15,1,1281,1480,25,31585,131907,3.674115419,47.56122898,2.333998422,149.4279563,73.46675009,169.4035792,77.58238749,88102.9307,6334.259327
16,1,1281,1480,25,29651,115837,3.674115419,47.53527587,2.327484104,151.0102143,73.78623717,170.6816078,78.5341998,77320.00424,5175.516932
17,1,1281,1480,25,30926,124286,3.674115419,47.56164031,2.334136002,150.0766263,72.18114177,168.266695,80.36254558,83806.26004,6032.62793
18,1,1281,1480,25,30543,120143,3.674115419,47.54842641,2.331174331,150.5377677,74.00856889,170.6708423,73.75125194,80871.94838,5596.606307
19,1,1281,1480,25,29193,107497,3.674115419,47.53561408,2.328656856,151.3773516,75.80777113,173.2408448,73.78901179,74140.42337,5241.21882
20,1,1281,1480,25,23310,81694,3.674115419,42.5717586,2.141372585,50.57080349,149.4123045,140.1970396,92.08888526,57787.65608,4195.961506
21,2,1280,1427,20,724,1264,1.992474198,8.951065688,0.4497479119,9.069830558,26.74573565,18.18864644,20.95764493,1748.100566,295.6584976
22,1,1281,1480,25,22647,70801,3.674115419,42.38199801,2.10187931,52.03408638,153.9470861,144.4174942,70.57657069,53276.9323,4046.639032
23,1,1281,1480,25,28206,102075,3.674115419,42.53647905,2.134133037,152.3803386,74.0974629,171.8274026,81.52370464,70548.34427,4957.506121
24,1,1281,1480,25,21166,63269,3.674115419,42.28923821,2.087270296,53.64335789,155.9465289,147.6294244,47.44732787,48309.1159,3786.817928
25,1,1281,1480,25,22169,68154,3.674115419,42.29754002,2.088279102,52.17707095,154.6032278,144.9311517,47.02718692,51707.20934,3974.964245
26,1,1281,1480,25,18669,50155,3.674115419,40.56579922,2.010261227,60.26971136,160.7809893,159.0435419,31.30663245,41626.64473,3368.715003
27,1,1281,1480,25,4706,12891,3.674115419,23.73645701,1.012438026,65.75935046,15.34233101,48.53578067,20.67538108,10493.06284,967.6096284
28,2,1281,1480,25,2014,5123,3.674115419,15.14505818,0.6127724466,16.97757311,10.96268221,13.47741579,5.733495219,4490.656301,477.8319153
29,1,685,1612,24,4471,14205,6.005281448,17.28205734,0.632428793,16.79171821,19.90069129,23.93393998,3.709979292,9969.078611,800.3684581
30,2,685,1612,24,3948,12804,6.005281448,15.71014077,0.5499531511,16.64030552,19.72029618,23.59956777,1.340432646,8802.934993,674.9375803
31,2,686,1641,20,385,432,1.946355104,nan,nan,16.41456967,8.159431082,6.614102466,22.09135129,858.4422422,203.078564
32,2,1266,1542,25,1644,5167,2.043532372,10.15106329,0.4024341495,36.73829399,18.39698123,38.41541476,19.56365164,6278.891829,746.6123676
33,2,1231,1605,26,147,545,1.717993617,7.205907805,0.3580403132,6.794690921,9.147841853,nan,2.317389513,896.3474841,182.1734177
34,2,631,1712,27,773,2598,2.386605024,10.02017508,0.4041956004,13.46316692,17.67519574,17.85026387,6.188509342,2359.043876,265.7940029
35,2,1206,1475,28,2106,4941,2.698323727,14.05322979,0.6646129356,10.68032816,22.10280806,17.70916262,8.63209282,4695.790551,513.6693089
36,1,1353,1477,32,5327,17609,2.602535725,20.46684991,0.8806259369,23.48211398,48.30036087,51.83425595,19.76242113,13717.23812,1248.335879
37,1,1129,1332,32,11272,27597,2.6138556,24.52357513,1.148683444,32.24497582,93.71146047,87.60314165,61.52698089,25133.40508,2380.200228
38,1,1129,1332,32,13169,33438,2.6138556,28.11413195,1.33386583,33.62794941,91.78492729,88.57524995,49.4873233,29363.18412,2517.576903
39,1,1178,1447,31,2978,6225,2.199771166,21.12347138,1.011868275,20.18948408,28.86140698,35.06476909,14.68317112,6640.106487,904.8941895
40,1,1440,616,34,3631,13014,3.183323145,18.63701093,0.8170620705,19.60924943,15.09371406,21.72374129,9.174874345,12731.70183,1188.606889
41,2,1155,1427,32,399,706,2.126208782,9.080848118,0.471710029,6.038677133,12.47428172,nan,4.559042732,889.6583238,176.2005188
42,2,717,1641,29,439,449,2.196709633,5.183499346,0.1961340828,19.80543957,13.8082884,20.30949078,10.29392893,978.8471282,232.9430587
43,1,1178,1447,31,2085,4048,2.199771166,17.64657702,0.844820039,11.97732101,31.77280043,26.37048204,11.46387866,4648.966429,704.802075
44,2,1178,1447,31,1153,2282,2.199771166,14.02977742,0.6541444504,10.65688695,20.24314339,16.12075053,12.89469007,2570.867287,421.0893753
45,2,1353,1477,32,3525,8220,2.602535725,15.67779987,0.7173644405,16.11682786,48.2040799,41.74545512,18.38699058,7859.763387,782.4497612
46,1,1440,616,34,2874,5493,3.183323145,15.238758,0.6370758089,10.85265952,16.53002906,12.80121117,4.626925427,6408.215595,728.6936708
47,1,1129,1332,32,5487,11382,2.6138556,19.51171449,0.9593619108,32.28423145,49.93900661,62.84872147,13.00518652,12234.47424,1218.471384
48,2,1129,1332,32,1029,2476,2.6138556,10.4298248,0.4725138443,15.92228878,13.53272417,16.09967854,7.849937037,2294.381993,289.6855986
49,2,1383,1385,32,415,1003,2.310371161,11.89703199,0.5144530913,9.925830222,15.25435884,9.483199303,9.661535566,1244.183821,220.9972608
50,2,1219,1417,30,329,468,1.832253814,nan,nan,9.0610781,7.914749964,nan,1.813817569,882.9691635,215.0243619
51,2,1592,1620,32,177,1038,1.639097571,7.039436493,0.3131694283,16.06189792,10.64948414,11.90897148,6.508318809,1507.290794,253.848205
52,1,1354,449,38,1632,6415,2.545412779,15.90356865,0.783251664,15.63815017,55.94366708,44.73839902,8.555102971,7884.290308,1024.352168
53,1,1055,442,41,15472,85449,4.873427868,33.15327112,1.127553669,70.85043938,48.11497932,93.26063067,27.67504752,44739.334,2696.763872
54,2,1277,471,33,307,894,1.721475959,7.02641431,0.3085759745,19.13668617,14.09371325,20.06259667,8.23726873,1603.168759,427.0622743
55,2,1440,616,34,1505,2886,3.183323145,13.68860408,0.5852586722,20.91245762,13.0055202,20.21155722,8.034485158,3355.728765,492.7641626
56,2,1410,643,32,351,579,2.111023903,5.096128771,0.1771824217,10.31509111,13.20950415,7.063027681,7.36796469,782.6317585,146.336024
57,1,1145,1318,38,4383,7993,2.289091825,17.53045122,0.8152451507,33.53928042,45.8377574,61.25447021,22.27426004,9772.863241,1054.216663
58,2,1176,1371,35,3505,5951,2.114151478,14.09074617,0.6611192962,33.95550108,29.63397934,48.46318042,15.0801835,7815.168985,979.5554263
59,2,1262,1394,33,190,584,1.670390606,6.901004272,0.284302606,8.845003679,8.107350337,nan,1.792651137,1023.44153,173.2140693
60,2,1180,1413,32,740,1173,2.106758595,14.23141126,0.6961563079,22.23930895,12.18947538,20.15317295,13.84616541,1649.992881,298.644947
61,1,1055,442,41,14789,76320,4.873427868,30.36651088,1.083187418,71.12562418,47.81147468,93.14231567,28.15741157,41392.52412,2466.807263
62,1,1055,442,41,12801,59801,4.873427868,25.86522543,0.8969126024,69.54084471,46.95090881,91.19839807,32.21411356,31844.86261,1788.883233
63,1,1055,442,41,14315,67812,4.873427868,28.8935186,1.025346155,70.29133657,46.80442211,91.5589803,32.6115649,37898.55271,2353.322183
64,2,1426,592,33,499,503,2.049471378,nan,nan,20.4119705,13.94481012,21.02305699,9.161392734,1112.630335,176.2005188
65,2,1542,1657,34,344,849,1.940668106,6.811834724,0.2803933071,9.796179799,16.6255788,10.9635391,11.74131017,1293.237664,194.1192156
66,2,1443,463,36,966,3469,1.989386916,11.7693862,0.4597837637,19.37534839,13.23545297,19.16913553,4.720802968,4136.130804,630.1408382
67,1,1354,449,38,1363,2987,2.545412779,12.16280447,0.5507478902,52.66223014,15.4716669,42.92742519,17.38998495,4171.806325,665.9782319
68,2,1313,479,35,627,1278,2.083180428,6.74161494,0.2471799462,12.36156616,25.37323135,22.77341515,17.15331661,1924.248455,325.5229923
69,2,1404,525,35,2254,6757,2.695818901,9.664758154,0.3151077431,37.91059516,22.36711738,43.93668754,15.4352954,7237.671476,636.1137372
70,2,1223,1368,37,451,998,1.739115953,10.61559566,0.5053708827,8.870617334,11.23800782,nan,6.083541233,1551.885196,274.7533513
71,2,1108,1392,37,851,1259,2.221785784,9.183501543,0.49844337,13.02067938,20.60186763,19.96644156,13.98598424,1995.599498,283.7126997
72,2,1238,1441,34,487,1071,1.854125619,7.104233339,0.3275179709,19.02181821,12.55260219,17.91005667,9.006768462,1540.736596,235.9295082
73,1,1120,449,37,3932,13238,4.524776459,16.58986102,0.6252575731,29.80232004,42.79806219,55.31835386,17.90830095,8767.259471,692.8562771
74,2,1120,449,37,1275,3754,4.524776459,13.27456384,0.5018511121,11.58185266,29.9734124,24.64007858,13.18155794,2842.89314,316.5636439
75,2,1112,510,35,1285,3381,1.878218651,10.34472006,0.4456368649,25.4929855,33.37733369,44.02491917,16.30873159,4854.100679,594.3034446
76,2,1290,1438,35,259,394,1.946401238,5.201743388,0.1949380463,11.73364976,8.235509839,nan,5.859857025,577.4975084,122.4444283
77,1,577,1867,42,7553,39547,4.307300091,26.63397003,1.048903643,30.31829746,62.91131981,68.77337923,25.43091442,25035.29739,1782.910334
78,1,577,1867,42,6569,32040,4.307300091,26.61976183,1.052835289,32.84529633,43.5565018,58.90727793,14.1699429,20228.02084,1487.251836
79,1,577,1867,42,6212,28642,4.307300091,26.44579002,1.026605215,32.54405278,43.37883256,58.48177893,11.41413703,17764.18011,1227.430732
80,2,1130,408,38,1745,5512,4.404881001,13.35363036,0.5106743348,30.84252266,12.81972235,27.10375729,18.07618336,3890.861591,424.0758248
81,1,1106,951,38,2493,8497,3.41831708,9.905815663,0.370805401,34.27142207,26.0439978,45.25835594,16.44232935,8084.965118,830.2329528
82,2,1106,951,38,2026,5903,3.41831708,9.750919948,0.3438320187,36.01484729,12.90296941,30.294296,23.01850776,5592.138035,615.2085909
83,2,1312,1346,41,528,4197,1.851297498,22.88063782,1.110232191,11.9639124,15.6867188,13.62897811,4.535906665,2847.35258,400.184229
84,1,577,1867,42,8015,42392,4.307300091,26.77562254,1.071794985,30.45884191,62.72906091,68.83656153,25.33474542,28165.82443,2201.01326
85,2,1354,449,38,688,1386,2.545412779,6.639444728,0.2287162097,12.76279847,32.12919759,27.80946153,19.65204724,1993.369778,307.6042954
86,2,1120,976,38,467,1248,2.089958668,8.558474411,0.356117004,12.62256679,10.92833913,7.371740812,5.260912134,1565.263517,229.9566092
87,2,1145,1318,38,426,585,2.289091825,8.626244358,0.3682613896,13.32543636,10.9952922,8.774762489,10.19123682,949.8607667,188.1463166
88,2,1029,1373,38,227,464,1.917791724,5.154462545,0.1835051946,19.64582283,6.314423858,4.199516256,24.77037899,949.8607667,250.8617555
89,1,606,1719,44,3969,17118,2.159607887,20.63430423,0.8936211172,30.40709747,80.23799905,78.33692687,48.12347514,15222.29919,1529.062129
90,2,1055,442,41,3105,10366,4.873427868,14.85160163,0.5792051512,15.92063989,30.55857465,31.23113185,13.06349065,6923.280941,504.7099605
91,2,1177,452,39,314,653,1.623875737,5.124357938,0.1887460565,12.49991519,5.316297693,nan,4.412744023,1248.643261,218.0108113
92,2,1531,705,39,230,510,1.774641395,6.667966732,0.2314936455,12.98197816,7.394718627,nan,10.03962598,809.3883998,143.3495746
93,2,1163,907,42,589,2248,1.68375802,8.952563283,0.4406056231,10.60094569,25.34194919,19.99278057,19.11381358,3110.459553,495.7506121
94,2,1148,1359,39,427,478,1.855509877,nan,nan,22.68136672,7.01460151,10.49985721,20.62093715,952.0904869,223.9837103
95,1,626,1655,39,1865,3413,2.155245781,10.48568409,0.4745470137,58.15007463,20.79475926,53.71243211,11.30688884,4876.39788,770.5039633
96,2,656,1628,41,911,1532,1.791272163,8.730457826,0.3851520472,7.498069376,14.93253299,nan,14.43476812,2138.301585,331.4958912
97,2,626,1655,39,929,1464,2.155245781,10.49079812,0.4826612488,35.02082767,9.194180324,23.25193035,30.57040505,2236.40927,403.1706785
98,2,1186,1309,41,1127,1178,1.918520808,6.933096809,0.2857272605,17.36214428,30.69808394,33.13880495,18.1460009,2512.894564,465.8861174
99,2,1215,1327,41,920,2150,2.139529943,12.19164152,0.5582835938,20.17987638,11.87736762,17.97709586,12.10199463,2517.354004,379.2790827
100,2,606,1719,44,1940,5664,2.159607887,15.66035086,0.7038575193,13.28152482,28.34125495,26.16234692,15.01568754,4858.560119,504.7099605
101,2,577,1867,42,692,1316,4.307300091,8.500289831,0.3426019474,15.88893979,21.05457601,23.9542503,6.535001424,1542.966316,215.0243619
102,2,1109,490,43,1529,3396,1.727418423,12.24994932,0.5594934563,23.71174149,29.45046172,39.17983835,10.76393935,5072.61325,788.4226602
103,2,999,1274,40,98,535,1.583243251,7.135708307,0.3405861778,15.8462342,6.94823616,nan,29.33415333,675.6051932,149.3224735
104,2,1038,1353,41,447,812,1.675992608,nan,nan,8.527232132,23.59423844,14.88190435,19.19574302,1551.885196,259.8211039
105,2,515,1741,43,424,2303,1.694680929,12.01903417,0.5084449457,14.90833628,12.61047756,13.66061232,9.247562702,2905.325303,465.8861174
106,2,529,1794,45,335,1714,1.705744624,14.03113537,0.6551451668,13.7675826,11.90244319,11.08347514,12.03702164,2102.626063,424.0758248
107,2,462,1821,41,295,1045,1.700306654,5.209700087,0.1959379802,20.40374293,9.814160998,14.79751028,16.09670506,1765.938327,286.6991492
108,1,451,1824,44,1037,5743,1.715947866,17.82614574,0.8854392149,39.43276413,17.09369442,38.35269871,13.93662671,5667.948519,815.3007054
109,2,781,1539,43,400,1599,1.688701272,10.62400652,0.5113672664,41.66902064,12.03517993,31.85861899,32.86196465,2512.894564,468.8725668
110,2,931,1781,43,175,623,1.704999328,6.803380967,0.2772962764,14.89837445,10.09937159,9.350199611,8.835519621,706.8212748,125.4308778
111,2,685,708,42,337,827,2.510134459,nan,nan,15.93516399,13.30795324,15.81757761,2.733208809,1154.995017,173.2140693
112,2,553,1736,44,216,760,1.836039424,6.785612119,0.2611510696,10.3889541,8.871893525,nan,4.7064447,1163.913897,256.8346544
113,2,939,1745,42,275,699,1.687837958,6.960838542,0.2999940602,10.60697633,12.30257428,5.886892405,10.79182385,1134.927536,197.105665
114,2,570,1784,44,973,3251,2.809341908,9.915905602,0.3655200143,18.07315778,14.97846245,20.12841702,5.606566728,3652.28154,549.5067025
115,2,451,1824,44,931,4594,1.715947866,14.1325704,0.671853473,42.77634138,21.32901117,45.83306325,18.10663318,5395.922666,827.2465033
116,2,1075,790,47,424,1568,1.579712272,10.46503925,0.4772949201,23.81392086,10.26196822,18.31881251,18.06579626,2303.300873,421.0893753
117,2,1146,755,45,666,2295,1.645978808,12.18413807,0.5455964205,20.14058087,9.657409412,14.27584576,15.46148177,3596.538537,531.5880057
118,2,1058,379,47,371,940,1.984001994,8.694030978,0.3801496536,14.22636359,7.602875943,nan,20.12434695,1186.211098,203.078564
119,2,571,1883,46,236,360,3.120928288,5.349970801,0.2314511157,12.52497814,5.638021582,nan,7.922589993,526.2139459,125.4308778
120,2,1014,1515,47,834,1445,2.79705739,4.888401605,0.1323834718,21.14840871,14.73960369,22.66095494,11.82269683,2747.015175,352.4010375
121,2,848,1968,47,74,427,1.686682582,5.172693179,0.1873390633,7.561468936,20.39742697,9.86857009,19.15630488,818.3072803,194.1192156
122,2,1156,669,52,1957,10151,2.064734459,17.39667157,0.7937496922,45.95177456,17.20860327,42.18210322,22.33349401,8390.436773,1003.447022
123,2,1169,780,51,532,2251,1.595219731,10.30227952,0.4295453122,18.91069179,34.8988459,37.86420385,19.78566033,3757.078385,627.1543888
124,2,1155,835,52,439,2129,1.577702522,12.39034039,0.5918339428,12.75342094,27.16313194,24.60118533,17.36958643,2916.473904,531.5880057
125,2,1201,1262,52,166,705,1.577232242,5.356505985,0.234754108,6.735518538,12.00768342,nan,6.541136196,1235.264941,253.848205
126,2,1128,515,52,126,444,1.751700044,nan,nan,19.73650418,8.806812887,12.21184297,17.74372028,918.6446852,247.875306
127,1,857,2207,55,3991,13578,2.74865365,13.41050955,0.5473608548,43.93336977,27.49708366,53.68346699,10.98880271,11850.96238,869.0567959
128,2,857,2207,55,1879,3006,2.74865365,8.638070616,0.3693594353,27.21165731,17.79828037,31.13829246,12.41321686,4189.644086,498.7370615
129,2,1031,1345,55,445,1495,1.688545704,8.768747825,0.3950195996,31.23863636,13.84259787,28.85244311,9.482114208,2457.151561,415.1164764
130,2,898,2214,55,611,721,2.585091829,5.163674635,0.1853134127,9.603449113,15.67821875,9.364425587,8.452373258,1362.358987,262.8075534
131,2,1347,1336,67,742,3550,1.769850373,26.52490107,1.325619199,13.38956894,25.89480908,24.61715572,15.8264224,2733.636855,337.4687901
132,1,900,2301,58,2941,10518,2.281945944,10.36992694,0.4448362236,67.36728073,28.89374809,69.5210091,34.60290004,14096.29053,1720.194895
133,2,900,2301,58,1512,4943,2.281945944,10.41534133,0.4569470941,26.66375512,38.29263696,48.86468363,16.87049441,6521.931321,830.2329528
134,1,990,2329,58,1429,4765,2.119770527,8.572988896,0.3493127221,32.79449282,18.07566509,35.4427299,15.9417099,7063.753308,1018.379269
135,1,1297,1178,64,1652,6631,1.77112031,21.33022209,1.055848122,20.76018029,48.01725598,48.20652316,18.94148444,7431.657126,973.5825273
136,1,1316,1223,66,1827,8373,2.035238504,21.30767767,1.047704646,29.02181468,46.50362181,57.06153676,24.48846742,8579.962982,967.6096284
137,2,1305,1195,60,1178,4067,1.649576545,15.7723963,0.732027775,9.821235036,35.42708225,24.68240423,26.7460196,5242.071978,701.8156255
138,2,1424,1885,58,1180,3797,1.821757793,8.568743252,0.34993291,36.07738924,18.35628794,37.94387127,21.01431171,5460.584549,791.4091096
139,1,900,2301,58,3128,11574,2.281945944,16.01508485,0.7969404302,73.93764324,27.00049,70.46216561,47.46519516,15293.65023,1911.327661
140,2,990,2329,58,690,1053,2.119770527,5.231301025,0.2022745097,14.7472628,12.28622799,12.98498951,3.234936642,1732.492525,295.6584976
141,2,1178,950,60,350,1394,1.612268686,10.50101369,0.4775935031,13.41473335,41.68006314,34.16515462,33.50462428,2666.745251,537.5609047
142,2,1459,1986,61,1916,8190,4.225204468,13.15284765,0.4789392248,18.14941243,33.65124139,36.1062999,13.22144005,6796.186894,737.6530192
143,2,996,2289,58,430,531,1.822812319,nan,nan,22.82453228,13.64858199,22.64948621,11.37762178,1181.751658,218.0108113
144,2,1222,1199,58,292,1034,1.660613775,6.957000937,0.2925179176,17.71747249,11.97971135,15.8330882,7.839194229,1284.318783,203.078564
145,2,888,2408,59,175,603,1.664979696,5.051809192,0.1621289951,6.125156377,18.74076683,nan,72.03900671,1150.535577,194.1192156
146,2,864,2298,63,208,958,1.593164563,8.881003938,0.4338706256,16.01902402,7.280173209,nan,86.60326067,1221.88662,232.9430587
147,2,1297,1178,64,474,1824,1.77112031,12.50512662,0.6226728601,21.32986002,9.420852759,14.85986435,15.61805455,1801.613849,304.617846
148,2,1190,988,63,1299,4636,2.010672331,10.08723561,0.402006444,16.86713431,25.47804351,28.72935589,11.78373036,5070.38353,585.3440962
149,2,1316,1223,66,195,964,2.035238504,6.907214289,0.2844675711,18.40953876,14.27408242,19.60108072,10.29186769,1453.777512,307.6042954
150,1,1282,1095,73,2025,7755,2.633194923,13.71999603,0.5909606669,15.88131564,47.61225914,41.08345292,33.26716398,6905.44318,746.6123676
151,2,1317,1202,73,1184,3387,2.16000104,13.87087964,0.6422917057,14.6089047,27.5583928,27.4527369,16.04930131,4078.158081,436.0216227
152,2,1263,1242,72,265,1050,1.638269186,9.000957768,0.4561776563,15.72289606,11.92953873,13.61854038,7.857437105,1634.38484,310.5907449
153,2,1282,1095,73,523,990,2.633194923,8.642336813,0.3760256079,8.61570612,12.18726285,nan,10.80911313,1166.143617,200.0921145
154,2,1244,1239,74,617,2455,1.659013271,10.50461709,0.4737512461,23.75733573,16.95239042,27.45974772,9.856877621,2838.4337,444.9809711
155,2,1317,1313,72,346,717,1.651721239,6.832005672,0.2746876776,12.81221942,29.34832428,26.14224503,18.28530068,1520.669115,274.7533513
156,2,1286,1130,73,345,442,2.241020441,5.144853939,0.1815008318,7.977346454,8.947444113,nan,4.010709526,769.2534379,143.3495746
1,2,1315,1342,39,3950,48889,27.06738853,74.75770373,3.4738409,17.01,28.21,30.95,3.408,8807.394433,755.571716
2,2,1121,1362,31,11741,70953,14.81952286,44.39974594,1.980040672,53.19,51.5,83.23,24.21,26179.14381,1308.064868
3,2,1164,1430,26,11992,62642,13.09225464,39.59159713,1.784740164,26.9,59.62,62.67,34.37,26738.80356,1660.465906
4,2,1285,1481,20,4186,20053,12.36435699,43.59676921,1.852477871,18.99,40.03,41.21,19.86,9333.608379,976.5689768
5,2,688,1616,21,4048,18450,11.5650568,28.42222552,1.16306102,19.37,39.56,41.41,12.67,9025.907004,907.880639
6,2,1276,1228,54,7784,39591,10.87342453,42.19241876,2.057082011,35.43,84.16,87,52.41,17356.14133,1445.441544
7,2,1348,1355,62,1623,10958,10.86957169,31.72480041,1.323379511,19.02,26.9,32.27,9.072,3618.835738,394.2113301
8,2,1337,1464,27,4462,17215,10.4992609,23.59386654,0.9912395476,32.27,51.42,63.83,24.1,9949.01113,719.7343224
9,2,1385,1394,29,1086,3281,10.07845211,13.61791865,0.5793948369,15.89,22.43,25.12,10.85,2421.476039,340.4552396
10,2,1215,1328,37,770,2818,9.453107834,15.23653012,0.6401989689,17.12,10.08,12.08,7.84,1716.884484,238.9159576
11,2,1099,953,34,623,1157,9.288862228,6.798927089,0.2663042215,16.62,10.03,11.4,3.816,1389.115628,194.1192156
12,2,759,1669,9,1355,4704,8.617630005,15.81280049,0.7699062236,19.97,14.89,21.8,10.77,3021.270749,364.3468354
13,2,1455,619,30,511,1379,8.463931084,10.42271187,0.4679818045,10.15,13.75,7.637,9.764,1139.386976,194.1192156
14,2,812,1686,25,505,3096,8.362638474,28.77149679,1.212439968,11.37,10.46,1.994,12.45,1126.008655,179.1869682
15,2,1164,824,40,714,1761,7.732318401,17.88631247,0.9309519012,7.038,9.916,nan,3.269,1592.020158,235.9295082
16,2,1175,947,57,263,819,7.693240643,13.89845197,0.646960912,6.743,7.916,nan,0.8045,586.4163889,116.4715293
17,2,1070,1274,30,672,1991,7.388805389,15.90356646,0.7821221864,6.956,12.77,nan,9.757,1498.371914,215.0243619
18,2,1243,1253,71,451,1277,7.285739899,13.80901843,0.6173914103,17.78,10.82,14.07,10.78,1005.603769,155.2953725
19,2,1174,847,40,381,806,7.230035305,6.902746727,0.2846029637,16.5,8.208,6.902,4.872,849.5233618,167.2411703
20,2,650,1699,9,815,3446,7.202636242,19.22278295,0.9078667252,13.07,19.58,19.12,8.414,1817.221889,253.848205
21,2,1239,1212,55,235,516,7.02574873,7.120543692,0.3378264893,8.028,9.167,nan,0.7927,523.9842258,131.4037767
22,2,1138,1301,57,291,591,6.672597885,7.073007638,0.3266932186,8.126,9.488,nan,1.119,648.8485519,122.4444283
23,2,650,1627,36,413,869,6.578469753,6.966751033,0.2994828457,15.8,9.776,9.889,10.85,920.8744053,161.2682714
24,2,1233,1600,19,572,981,6.515619755,7.154110288,0.3453719661,10.91,6.014,nan,3.064,1275.399903,283.7126997
25,2,1189,931,56,546,905,6.456647396,8.823547857,0.4154925762,10.69,16.55,12.54,11.65,1217.42718,206.0650135
26,2,1279,1567,19,732,1054,6.312281132,8.804836598,0.4118873803,9.446,24.56,17.4,17.56,1632.15512,286.6991492
,,,,,,,,,,10.19,16.01,10.98,13.53,,
0,1,688,1616,21,8534,47783,11.5650568,44.18708107,1.878430469,26.24497723,90.32626908,77.16045733,39.71505113,19028.43142,1400.644802
1,2,650,1699,9,1758,10228,7.202636242,35.0883197,1.670272669,18.55197109,22.65799478,28.2923623,8.425063909,3919.847953,462.8996679
2,1,759,1669,9,3181,17054,8.617630005,47.7862459,2.42947041,51.32332384,13.82057397,39.54758835,15.37299175,7092.739669,621.1814898
3,2,759,1669,9,1939,7354,8.617630005,22.34197213,1.028996521,21.46868742,15.52715624,23.88651432,8.203113907,4323.427293,400.184229
4,1,1121,1362,31,50702,339518,14.81952286,67.02604797,2.927965235,145.9774875,60.15112681,151.2993332,45.57587085,113051.269,5008.275762
5,1,1121,1362,31,46005,300540,14.81952286,67.04684594,2.926089722,149.4911836,62.08308271,155.6055794,35.64737841,102578.2736,4521.484498
6,1,1121,1362,31,43113,273436,14.81952286,65.43046205,2.887484793,147.5350011,60.53100501,152.6012187,57.5045022,96129.92309,4339.31108
7,1,1121,1362,31,38955,249047,14.81952286,65.21242602,2.848416764,148.6296348,60.21673457,152.7703777,57.94267996,86858.74687,3750.980535
